orthogroup	ref_sps	relative_age	outgroup_sps	node_name
OG0000009_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000010_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000010_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000010_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000010_3	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000010_4	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000010_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000010_6	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000010_7	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000010_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000011_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000011_1	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000011_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000011_3	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000011_4	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000011_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000011_6	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000011_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000012_0	Anogam	5.0	Anogam,Anofar	cellia
OG0000012_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000012_10	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000012_11	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000012_12	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000012_13	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000012_2	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000012_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000012_4	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000012_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000012_6	Anogam	5.0	Anogam,Anofar	cellia
OG0000012_7	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000012_8	Anogam	5.0	Anogam,Anofar	cellia
OG0000012_9	Anogam	5.0	Anogam,Anofar	cellia
OG0000012_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000013_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000013_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000013_2	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000013_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000013_4	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000013_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000013_6	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000013_7	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000013_8	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000013_9	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000013_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000014_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000014_1	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000014_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000014_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000014_4	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000014_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000014_6	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000014_7	Anogam	5.0	Anogam,Anofar	cellia
OG0000014_8	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000014_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000015_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000015_1	Anogam	5.0	Anogam,Anofar	cellia
OG0000015_2	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000015_3	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000015_4	Anogam	5.0	Anogam,Anofar	cellia
OG0000015_5	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000015_6	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000015_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000016_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000016_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000016_10	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000016_11	Anogam	5.0	Anogam,Anofar	cellia
OG0000016_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000016_3	Anogam	5.0	Anogam,Anofar	cellia
OG0000016_4	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000016_5	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000016_6	Anogam	5.0	Anogam,Anofar	cellia
OG0000016_7	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000016_8	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000016_9	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000016_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000017_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000017_1	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000017_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000017_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000017_4	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000017_5	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000017_6	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000017_7	Anogam	5.0	Anogam,Anofar	cellia
OG0000017_8	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000017_9	Anogam	5.0	Anogam,Anofar	cellia
OG0000017_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000018_0	Anogam	5.0	Anogam,Anofar	cellia
OG0000018_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000018_10	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000018_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000018_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000018_4	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000018_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000018_6	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000018_7	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000018_8	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000018_9	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000018_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000019_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000019_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000019_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000019_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000019_4	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000019_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000019_6	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000019_7	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000019_8	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000019_9	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000019_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000020_0	Anogam	5.0	Anogam,Anofar	cellia
OG0000020_1	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000020_10	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000020_11	Anogam	2.0	Anogam,Anoepi	pyretophorus
OG0000020_2	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000020_3	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000020_4	Anogam	5.0	Anogam,Anofar	cellia
OG0000020_5	Anogam	1.0	Anogam,Anochr	pyretophorus_noepi
OG0000020_6	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000020_7	Anogam	5.0	Anogam,Anofar	cellia
OG0000020_8	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000020_9	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000020_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000021_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000021_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000021_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000021_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000021_4	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000021_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000021_6	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000021_7	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000021_8	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000021_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000022_0	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000022_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000022_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000022_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000022_4	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000022_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000022_6	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000022_7	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000022_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000023_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000023_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000023_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000023_3	Anogam	5.0	Anogam,Anofar	cellia
OG0000023_4	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000023_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000023_6	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000023_7	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000023_8	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000023_9	Anogam	2.0	Anogam,Anoepi	pyretophorus
OG0000023_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000024_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000024_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000024_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000024_3	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000024_4	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000024_5	Anogam	5.0	Anogam,Anofar	cellia
OG0000024_6	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000024_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000025_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000025_1	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000025_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000026_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000026_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000026_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000026_3	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000026_4	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000026_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000026_6	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000026_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000027_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000028_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000029_0	Anogam	5.0	Anogam,Anofar	cellia
OG0000029_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000029_10	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000029_2	Anogam	5.0	Anogam,Anofar	cellia
OG0000029_3	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000029_4	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000029_5	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000029_6	Anogam	5.0	Anogam,Anofar	cellia
OG0000029_7	Anogam	5.0	Anogam,Anofar	cellia
OG0000029_8	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000029_9	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000029_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000030_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000030_1	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000030_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000031_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000031_1	Anogam	5.0	Anogam,Anofar	cellia
OG0000031_2	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000031_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000031_4	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000031_5	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000031_6	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000031_7	Anogam	1.0	Anogam,Anochr	pyretophorus_noepi
OG0000031_8	Anogam	5.0	Anogam,Anofar	cellia
OG0000031_9	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000031_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000032_0	Anogam	5.0	Anogam,Anofar	cellia
OG0000032_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000032_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000032_3	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000032_4	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000032_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000033_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000033_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000033_2	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000033_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000033_4	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000033_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000033_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000034_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000034_1	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000034_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000034_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000034_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000035_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000035_1	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000035_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000035_3	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000035_4	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000035_5	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000035_6	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000035_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000036_0	Anogam	5.0	Anogam,Anofar	cellia
OG0000036_1	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000036_2	Anogam	5.0	Anogam,Anofar	cellia
OG0000036_3	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000036_4	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000036_5	Anogam	5.0	Anogam,Anofar	cellia
OG0000036_6	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000036_7	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000036_8	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000036_9	Anogam	5.0	Anogam,Anofar	cellia
OG0000036_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000037_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000037_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000038_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000038_1	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000038_2	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000038_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000038_4	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000038_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000039_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000039_1	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000039_2	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000039_3	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000039_4	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000039_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000040_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000040_1	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000040_2	Anogam	2.0	Anogam,Anoepi	pyretophorus
OG0000040_3	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000040_4	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000040_5	Anogam	5.0	Anogam,Anofar	cellia
OG0000040_6	Anogam	6.0	Anogam,Anoatr	anophelinae_noalb
OG0000040_7	Anogam	1.0	Anogam,Anochr	pyretophorus_noepi
OG0000040_8	Anogam	5.0	Anogam,Anofar	cellia
OG0000040_nan	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000041_0	Anogam	7.0	Anogam,Anoalb	anophelinae
OG0000041_nan	Anogam	4.0	Anogam,Anomin	cellia_nofar
OG0000042_0	Anogam	7.0	Anogam,Anoalb	anophelinae
